ProductKey,ProductItemCode,ProductName,SubCategory,Category,Color,Size,ProductLine,ModelName,ProductDes,StartDate,Status
390,BK-R64Y-48,"Road-550-W Yellow, 48",Road Bikes,Bikes,Yellow,48,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2023-07-01 00:00:00.000,Current
391,FK-1639,LL Fork,Forks,Components,NA,NULL,NULL,LL Fork,Stout design absorbs shock and offers more precise steering.,2022-07-01 00:00:00.000,Outdate
392,FK-5136,ML Fork,Forks,Components,NA,NULL,NULL,ML Fork,Composite road fork with an aluminum steerer tube.,2022-07-01 00:00:00.000,Outdate
393,FK-9939,HL Fork,Forks,Components,NA,NULL,NULL,HL Fork,High-performance carbon road fork with curved legs.,2022-07-01 00:00:00.000,Outdate
394,HS-0296,LL Headset,Headsets,Components,NA,NULL,NULL,LL Headset,Threadless headset provides quality at an economical price.,2022-07-01 00:00:00.000,Outdate
395,HS-2451,ML Headset,Headsets,Components,NA,NULL,NULL,ML Headset,Sealed cartridge keeps dirt out.,2022-07-01 00:00:00.000,Outdate
396,HS-3479,HL Headset,Headsets,Components,NA,NULL,NULL,HL Headset,"High-quality 1"" threadless headset with a grease port for quick lubrication.",2022-07-01 00:00:00.000,Outdate
397,HB-M243,LL Mountain Handlebars,Handlebars,Components,NA,NULL,"M ",LL Mountain Handlebars,All-purpose bar for on or off-road.,2022-07-01 00:00:00.000,Outdate
398,HB-M243,LL Mountain Handlebars,Handlebars,Components,NA,NULL,"M ",LL Mountain Handlebars,All-purpose bar for on or off-road.,2023-07-01 00:00:00.000,Current
399,HB-M763,ML Mountain Handlebars,Handlebars,Components,NA,NULL,"M ",ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,2022-07-01 00:00:00.000,Outdate
400,HB-M763,ML Mountain Handlebars,Handlebars,Components,NA,NULL,"M ",ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,2023-07-01 00:00:00.000,Current
401,HB-M918,HL Mountain Handlebars,Handlebars,Components,NA,NULL,"M ",HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,2022-07-01 00:00:00.000,Outdate
402,HB-M918,HL Mountain Handlebars,Handlebars,Components,NA,NULL,"M ",HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,2023-07-01 00:00:00.000,Current
403,HB-R504,LL Road Handlebars,Handlebars,Components,NA,NULL,"R ",LL Road Handlebars,Unique shape provides easier reach to the levers.,2022-07-01 00:00:00.000,Outdate
404,HB-R504,LL Road Handlebars,Handlebars,Components,NA,NULL,"R ",LL Road Handlebars,Unique shape provides easier reach to the levers.,2023-07-01 00:00:00.000,Current
405,HB-R720,ML Road Handlebars,Handlebars,Components,NA,NULL,"R ",ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,2022-07-01 00:00:00.000,Outdate
406,HB-R720,ML Road Handlebars,Handlebars,Components,NA,NULL,"R ",ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,2023-07-01 00:00:00.000,Current
407,HB-R956,HL Road Handlebars,Handlebars,Components,NA,NULL,"R ",HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2022-07-01 00:00:00.000,Outdate
408,HB-R956,HL Road Handlebars,Handlebars,Components,NA,NULL,"R ",HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2023-07-01 00:00:00.000,Current
409,FR-M63B-38,"ML Mountain Frame - Black, 38",Mountain Frames,Components,Black,38,"M ",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,2022-07-01 00:00:00.000,Outdate
410,FW-M423,LL Mountain Front Wheel,Wheels,Components,Black,NULL,"M ",LL Mountain Front Wheel,Replacement mountain wheel for entry-level rider.,2022-07-01 00:00:00.000,Outdate
411,FW-M762,ML Mountain Front Wheel,Wheels,Components,Black,NULL,"M ",ML Mountain Front Wheel,Replacement mountain wheel for the casual to serious rider.,2022-07-01 00:00:00.000,Outdate
412,FW-M928,HL Mountain Front Wheel,Wheels,Components,Black,NULL,"M ",HL Mountain Front Wheel,High-performance mountain replacement wheel.,2022-07-01 00:00:00.000,Outdate
413,FW-R623,LL Road Front Wheel,Wheels,Components,Black,NULL,"R ",LL Road Front Wheel,Replacement road front wheel for entry-level cyclist.,2022-07-01 00:00:00.000,Outdate
414,FW-R762,ML Road Front Wheel,Wheels,Components,Black,NULL,"R ",ML Road Front Wheel,Sturdy alloy features a quick-release hub.,2022-07-01 00:00:00.000,Outdate
415,FW-R820,HL Road Front Wheel,Wheels,Components,Black,NULL,"R ",HL Road Front Wheel,Strong wheel with double-walled rim.,2022-07-01 00:00:00.000,Outdate
416,FW-T905,Touring Front Wheel,Wheels,Components,Black,NULL,"T ",Touring Front Wheel,Aerodynamic rims for smooth riding.,2022-07-01 00:00:00.000,Outdate
417,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",Road Frames,Components,Yellow,38,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2022-07-01 00:00:00.000,Outdate
418,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",Road Frames,Components,Yellow,38,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2023-07-01 00:00:00.000,Current
419,RW-M423,LL Mountain Rear Wheel,Wheels,Components,Black,NULL,"M ",LL Mountain Rear Wheel,Replacement mountain wheel for entry-level rider.,2022-07-01 00:00:00.000,Outdate
420,RW-M762,ML Mountain Rear Wheel,Wheels,Components,Black,NULL,"M ",ML Mountain Rear Wheel,Replacement mountain wheel for the casual to serious rider.,2022-07-01 00:00:00.000,Outdate
421,RW-M928,HL Mountain Rear Wheel,Wheels,Components,Black,NULL,"M ",HL Mountain Rear Wheel,High-performance mountain replacement wheel.,2022-07-01 00:00:00.000,Outdate
422,RW-R623,LL Road Rear Wheel,Wheels,Components,Black,NULL,"R ",LL Road Rear Wheel,Replacement road rear wheel for entry-level cyclist.,2022-07-01 00:00:00.000,Outdate
423,RW-R762,ML Road Rear Wheel,Wheels,Components,Black,NULL,"R ",ML Road Rear Wheel,Aluminum alloy rim with stainless steel spokes; built for speed.,2022-07-01 00:00:00.000,Outdate
424,RW-R820,HL Road Rear Wheel,Wheels,Components,Black,NULL,"R ",HL Road Rear Wheel,Strong rear wheel with double-walled rim.,2022-07-01 00:00:00.000,Outdate
425,RW-T905,Touring Rear Wheel,Wheels,Components,Black,NULL,"T ",Touring Rear Wheel,Excellent aerodynamic rims guarantee a smooth ride.,2022-07-01 00:00:00.000,Outdate
426,FR-M63B-40,"ML Mountain Frame - Black, 40",Mountain Frames,Components,Black,40,"M ",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,2022-07-01 00:00:00.000,Outdate
427,FR-M63B-44,"ML Mountain Frame - Black, 44",Mountain Frames,Components,Black,44,"M ",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,2022-07-01 00:00:00.000,Outdate
428,FR-M63B-48,"ML Mountain Frame - Black, 48",Mountain Frames,Components,Black,48,"M ",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,2022-07-01 00:00:00.000,Outdate
429,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",Road Frames,Components,Yellow,40,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2022-07-01 00:00:00.000,Outdate
430,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",Road Frames,Components,Yellow,40,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2023-07-01 00:00:00.000,Current
431,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",Road Frames,Components,Yellow,42,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2022-07-01 00:00:00.000,Outdate
432,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",Road Frames,Components,Yellow,42,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2023-07-01 00:00:00.000,Current
433,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",Road Frames,Components,Yellow,44,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2022-07-01 00:00:00.000,Outdate
434,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",Road Frames,Components,Yellow,44,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2023-07-01 00:00:00.000,Current
435,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",Road Frames,Components,Yellow,48,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2022-07-01 00:00:00.000,Outdate
436,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",Road Frames,Components,Yellow,48,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2023-07-01 00:00:00.000,Current
437,FR-R92B-62,"HL Road Frame - Black, 62",Road Frames,Components,Black,62,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2022-07-01 00:00:00.000,Outdate
438,FR-R92B-62,"HL Road Frame - Black, 62",Road Frames,Components,Black,62,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2023-07-01 00:00:00.000,Current
439,FR-R92B-44,"HL Road Frame - Black, 44",Road Frames,Components,Black,44,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2022-07-01 00:00:00.000,Outdate
440,FR-R92B-44,"HL Road Frame - Black, 44",Road Frames,Components,Black,44,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2023-07-01 00:00:00.000,Current
441,FR-R92B-48,"HL Road Frame - Black, 48",Road Frames,Components,Black,48,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2022-07-01 00:00:00.000,Outdate
442,FR-R92B-48,"HL Road Frame - Black, 48",Road Frames,Components,Black,48,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2023-07-01 00:00:00.000,Current
443,FR-R92B-52,"HL Road Frame - Black, 52",Road Frames,Components,Black,52,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2022-07-01 00:00:00.000,Outdate
444,FR-R92B-52,"HL Road Frame - Black, 52",Road Frames,Components,Black,52,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2023-07-01 00:00:00.000,Current
445,SH-M897-S,"Men's Sports Shorts, S",Shorts,Clothing,Black,S,"S ",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,2022-07-01 00:00:00.000,Outdate
446,PA-T100,"Touring-Panniers, Large",Panniers,Accessories,Grey,NULL,"T ",Touring-Panniers,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.",2022-07-01 00:00:00.000,Outdate
447,LO-C100,Cable Lock,Locks,Accessories,NA,NULL,"S ",Cable Lock,"Wraps to fit front and rear tires, carrier and 2 keys included.",2022-07-01 00:00:00.000,Outdate
448,PU-0452,Minipump,Pumps,Accessories,NA,NULL,"S ",Minipump,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.,2022-07-01 00:00:00.000,Outdate
449,PU-M044,Mountain Pump,Pumps,Accessories,NA,NULL,"M ",Mountain Pump,Simple and light-weight. Emergency patches stored in handle.,2022-07-01 00:00:00.000,Outdate
450,LT-T990,Taillights - Battery-Powered,Lights,Accessories,NA,NULL,"R ",Taillight,Affordable light for safe night riding - uses 3 AAA batteries,2022-07-01 00:00:00.000,Outdate
451,LT-H902,Headlights - Dual-Beam,Lights,Accessories,NA,NULL,"R ",Headlights - Dual-Beam,Rechargeable dual-beam headlight.,2022-07-01 00:00:00.000,Outdate
452,LT-H903,Headlights - Weatherproof,Lights,Accessories,NA,NULL,"R ",Headlights - Weatherproof,Rugged weatherproof headlight.,2022-07-01 00:00:00.000,Outdate
453,SH-M897-M,"Men's Sports Shorts, M",Shorts,Clothing,Black,M,"S ",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,2022-07-01 00:00:00.000,Outdate
454,SH-M897-L,"Men's Sports Shorts, L",Shorts,Clothing,Black,L,"S ",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,2022-07-01 00:00:00.000,Outdate
455,SH-M897-X,"Men's Sports Shorts, XL",Shorts,Clothing,Black,XL,"S ",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,2022-07-01 00:00:00.000,Outdate
456,TG-W091-S,"Women's Tights, S",Tights,Clothing,Black,S,"S ",Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,2022-07-01 00:00:00.000,Outdate
457,TG-W091-M,"Women's Tights, M",Tights,Clothing,Black,M,"S ",Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,2022-07-01 00:00:00.000,Outdate
458,TG-W091-L,"Women's Tights, L",Tights,Clothing,Black,L,"S ",Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,2022-07-01 00:00:00.000,Outdate
459,SB-M891-S,"Men's Bib-Shorts, S",Bib-Shorts,Clothing,Multi,S,"S ",Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",2022-07-01 00:00:00.000,Outdate
460,SB-M891-M,"Men's Bib-Shorts, M",Bib-Shorts,Clothing,Multi,M,"S ",Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",2022-07-01 00:00:00.000,Outdate
461,SB-M891-L,"Men's Bib-Shorts, L",Bib-Shorts,Clothing,Multi,L,"S ",Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",2022-07-01 00:00:00.000,Outdate
462,GL-H102-S,"Half-Finger Gloves, S",Gloves,Clothing,Black,S,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",2022-07-01 00:00:00.000,Outdate
463,GL-H102-S,"Half-Finger Gloves, S",Gloves,Clothing,Black,S,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",2023-07-01 00:00:00.000,Current
464,GL-H102-M,"Half-Finger Gloves, M",Gloves,Clothing,Black,M,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",2022-07-01 00:00:00.000,Outdate
465,GL-H102-M,"Half-Finger Gloves, M",Gloves,Clothing,Black,M,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",2023-07-01 00:00:00.000,Current
466,GL-H102-L,"Half-Finger Gloves, L",Gloves,Clothing,Black,L,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",2022-07-01 00:00:00.000,Outdate
467,GL-H102-L,"Half-Finger Gloves, L",Gloves,Clothing,Black,L,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",2023-07-01 00:00:00.000,Current
468,GL-F110-S,"Full-Finger Gloves, S",Gloves,Clothing,Black,S,"M ",Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",2022-07-01 00:00:00.000,Outdate
469,GL-F110-M,"Full-Finger Gloves, M",Gloves,Clothing,Black,M,"M ",Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",2022-07-01 00:00:00.000,Outdate
470,GL-F110-L,"Full-Finger Gloves, L",Gloves,Clothing,Black,L,"M ",Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",2022-07-01 00:00:00.000,Outdate
471,VE-C304-S,"Classic Vest, S",Vests,Clothing,Blue,S,"S ",Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",2023-07-01 00:00:00.000,Current
472,VE-C304-M,"Classic Vest, M",Vests,Clothing,Blue,M,"S ",Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",2023-07-01 00:00:00.000,Current
473,VE-C304-L,"Classic Vest, L",Vests,Clothing,Blue,L,"S ",Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",2023-07-01 00:00:00.000,Current
474,SH-W890-S,"Women's Mountain Shorts, S",Shorts,Clothing,Black,S,"M ",Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",2023-07-01 00:00:00.000,Current
475,SH-W890-M,"Women's Mountain Shorts, M",Shorts,Clothing,Black,M,"M ",Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",2023-07-01 00:00:00.000,Current
476,SH-W890-L,"Women's Mountain Shorts, L",Shorts,Clothing,Black,L,"M ",Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",2023-07-01 00:00:00.000,Current
477,WB-H098,Water Bottle - 30 oz.,Bottles and Cages,Accessories,NA,NULL,"S ",Water Bottle,AWC logo water bottle - holds 30 oz; leak-proof.,2023-07-01 00:00:00.000,Current
478,BC-M005,Mountain Bottle Cage,Bottles and Cages,Accessories,NA,NULL,"M ",Mountain Bottle Cage,Tough aluminum cage holds bottle securly on tough terrain.,2023-07-01 00:00:00.000,Current
479,BC-R205,Road Bottle Cage,Bottles and Cages,Accessories,NA,NULL,"R ",Road Bottle Cage,Aluminum cage is lighter than our mountain version; perfect for long distance trips.,2023-07-01 00:00:00.000,Current
480,PK-7098,Patch Kit/8 Patches,Tires and Tubes,Accessories,NA,NULL,"S ",Patch kit,"Includes 8 different size patches, glue and sandpaper.",2023-07-01 00:00:00.000,Current
481,SO-R809-M,"Racing Socks, M",Socks,Clothing,White,M,"R ",Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",2023-07-01 00:00:00.000,Current
482,SO-R809-L,"Racing Socks, L",Socks,Clothing,White,L,"R ",Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",2023-07-01 00:00:00.000,Current
483,RA-H123,Hitch Rack - 4-Bike,Bike Racks,Accessories,NA,NULL,"S ",Hitch Rack - 4-Bike,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.",2023-07-01 00:00:00.000,Current
484,CL-9009,Bike Wash - Dissolver,Cleaners,Accessories,NA,NULL,"S ",Bike Wash,"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.",2023-07-01 00:00:00.000,Current
485,FE-6654,Fender Set - Mountain,Fenders,Accessories,NA,NULL,"M ",Fender Set - Mountain,Clip-on fenders fit most mountain bikes.,2023-07-01 00:00:00.000,Current
486,ST-1401,All-Purpose Bike Stand,Bike Stands,Accessories,NA,NULL,"M ",All-Purpose Bike Stand,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,2023-07-01 00:00:00.000,Current
487,HY-1023-70,Hydration Pack - 70 oz.,Hydration Packs,Accessories,Silver,70,"S ",Hydration Pack,"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.",2023-07-01 00:00:00.000,Current
488,SJ-0194-S,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing,Yellow,S,"S ",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",2023-07-01 00:00:00.000,Current
489,SJ-0194-M,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing,Yellow,M,"S ",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",2023-07-01 00:00:00.000,Current
490,SJ-0194-L,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing,Yellow,L,"S ",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",2023-07-01 00:00:00.000,Current
491,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing,Yellow,XL,"S ",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",2023-07-01 00:00:00.000,Current
492,FR-T98Y-60,"HL Touring Frame - Yellow, 60",Touring Frames,Components,Yellow,60,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2023-07-01 00:00:00.000,Current
493,FR-T67Y-62,"LL Touring Frame - Yellow, 62",Touring Frames,Components,Yellow,62,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,2023-07-01 00:00:00.000,Current
494,FR-T98Y-46,"HL Touring Frame - Yellow, 46",Touring Frames,Components,Yellow,46,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2023-07-01 00:00:00.000,Current
495,FR-T98Y-50,"HL Touring Frame - Yellow, 50",Touring Frames,Components,Yellow,50,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2023-07-01 00:00:00.000,Current
496,FR-T98Y-54,"HL Touring Frame - Yellow, 54",Touring Frames,Components,Yellow,54,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2023-07-01 00:00:00.000,Current
497,FR-T98U-46,"HL Touring Frame - Blue, 46",Touring Frames,Components,Blue,46,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2023-07-01 00:00:00.000,Current
498,FR-T98U-50,"HL Touring Frame - Blue, 50",Touring Frames,Components,Blue,50,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2023-07-01 00:00:00.000,Current
499,FR-T98U-54,"HL Touring Frame - Blue, 54",Touring Frames,Components,Blue,54,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2023-07-01 00:00:00.000,Current
